idx,ortho,phono,all,replace,delete_insert,pos_l50,pos_m50
7138,geyser,gYzX,5,4,1,4,1
7141,ghat,gct,23,21,2,16,7
7144,ghost,gost,10,9,1,9,1
7145,ghoul,gul,17,15,2,14,3
7156,gig,gIg,12,11,1,8,4
7158,giggle,gIgL,6,5,1,5,1
7160,gild,gIld,6,4,2,3,3
7161,gill,gIl,28,24,4,23,5
7162,gilt,gIlt,11,10,1,8,3
7167,gin,JIn,20,19,1,15,5
7171,gird,gRd,17,14,3,11,6
7173,girdle,gRdL,6,5,1,2,4
7174,girl,gRl,16,15,1,13,3
7176,girth,gRT,10,9,1,7,3
7186,glad,gl@d,9,5,4,4,5
7188,glade,gled,6,5,1,3,3
7196,gland,gl@nd,5,3,2,3,2
7200,glass,gl@s,7,4,3,4,3
7201,glaze,glez,6,4,2,4,2
7203,gleam,glim,6,4,2,1,5
7204,glean,glin,7,5,2,3,4
7205,glebe,glib,8,7,1,2,6
7206,glee,gli,15,7,8,10,5
7210,glide,glYd,5,4,1,3,2
7218,gloat,glot,8,6,2,4,4
7219,glob,glab,6,4,2,3,3
7221,globe,glob,8,5,3,1,7
7224,gloom,glum,9,7,2,6,3
7234,glow,glo,13,7,6,8,5
7237,gloze,gloz,6,4,2,2,4
7239,glue,glu,11,7,4,8,3
7240,glum,gl^m,7,6,1,3,4
7241,glut,gl^t,6,4,2,2,4
7248,gnash,n@S,15,14,1,10,5
7249,gnat,n@t,28,26,2,22,6
7250,gnaw,nc,19,16,3,11,8
7251,gneiss,nYs,14,12,2,10,4
7252,gnome,nom,18,15,3,10,8
7253,gnu,nu,31,24,7,19,12
7254,go,go,26,16,10,17,9
7255,goad,god,22,18,4,15,7
7256,goal,gol,28,25,3,21,7
7257,goalie,goli,11,9,2,7,4
7260,goat,got,26,20,6,19,7
7263,gob,gab,17,14,3,12,5
7265,gobble,gabL,9,7,2,7,2
7270,god,gad,19,17,2,15,4
7271,goggle,gagL,5,4,1,4,1
7274,gold,gold,15,12,3,11,4
7282,gone,gcn,17,14,3,9,8
7287,goo,gu,26,21,5,19,7
7288,good,gUd,12,10,2,10,2
7293,goof,guf,5,4,1,2,3
7294,goose,gus,12,11,1,9,3
7298,gore,gor,26,20,6,17,9
7299,gorge,gorJ,5,4,1,1,4
7304,gorse,gors,9,8,1,5,4
7305,gory,gori,10,8,2,4,6
7310,got,gat,26,24,2,22,4
7317,gourd,gord,16,14,2,10,6
7321,gout,gWt,17,16,1,15,2
7327,grab,gr@b,8,7,1,3,5
7328,grace,gres,16,14,2,4,12
7332,grade,gred,14,12,2,4,10
7338,graft,gr@ft,6,3,3,3,3
7339,grail,grel,16,13,3,5,11
7340,grain,gren,20,16,4,7,13
7343,gramme,gr@m,11,9,2,4,7
7345,grand,gr@nd,7,5,2,5,2
7358,grant,gr@nt,6,3,3,2,4
7363,grape,grep,16,13,3,4,12
7364,graph,gr@f,7,5,2,1,6
7370,grass,gr@s,13,10,3,5,8
7371,grate,gret,21,18,3,9,12
7379,grave,grev,16,12,4,4,12
7380,gravel,gr@vL,6,4,2,4,2
7388,gray,gre,18,8,10,7,11
7391,graze,grez,15,12,3,7,8
7393,grease,gris,14,12,2,2,12
7398,greed,grid,12,11,1,3,9
7399,Greek,grik,11,10,1,4,7
7408,grew,gru,15,9,6,8,7
7410,grid,grId,9,7,2,1,8
7413,grief,grif,11,10,1,2,9
7415,grieve,griv,12,10,2,2,10
7417,grill,grIl,15,13,2,7,8
7419,grim,grIm,12,11,1,4,8
7421,grime,grYm,7,6,1,3,4
7426,grip,grIp,12,11,1,3,9
7427,gripe,grYp,7,6,1,2,5
7432,grit,grIt,12,9,3,1,11
7435,groan,gron,15,13,2,5,10
7436,groat,grot,14,11,3,4,10
7443,groom,grum,10,8,2,3,7
7445,groove,gruv,8,7,1,1,7
7446,grope,grop,12,10,2,2,10
7452,grot,grat,10,6,4,4,6
7461,group,grup,11,10,1,3,8
7463,grove,grov,13,11,2,4,9
7465,grow,gro,18,10,8,9,9
7468,grub,gr^b,8,6,2,3,5
7472,gruel,grul,11,8,3,4,7
7474,gruff,gr^f,5,4,1,1,4
7483,guard,gard,14,12,2,11,3
7489,guess,gEs,11,9,2,9,2
7490,guest,gEst,15,13,2,13,2
7493,guide,gYd,18,16,2,15,3
7496,guile,gYl,21,19,2,18,3
7500,guise,gYz,10,8,2,6,4
7502,gulch,g^lC,5,4,1,1,4
7504,gull,g^l,21,17,4,13,8
7506,gully,g^li,13,11,2,6,7
7507,gulp,g^lp,5,4,1,1,4
7508,gum,g^m,16,15,1,12,4
7512,gun,g^n,20,18,2,14,6
7513,gunnel,g^nL,6,5,1,3,3
7515,gunny,g^ni,12,10,2,6,6
7522,gust,g^st,11,8,3,8,3
7525,gut,g^t,24,20,4,17,7
7526,gutter,g^tX,11,8,3,8,3
7528,gutty,g^ti,9,8,1,4,5
7529,guy,gY,23,19,4,17,6
7531,gym,JIm,14,13,1,8,6
7559,hack,h@k,30,27,3,17,13
7560,hackle,h@kL,8,7,1,5,3
7564,had,h@d,31,28,3,18,13
7570,haft,h@ft,7,4,3,5,2
7571,hag,h@g,25,24,1,13,12
7576,hail,hel,30,26,4,25,5
7577,hair,hEr,24,22,2,18,6
7581,hairy,h@ri,14,12,2,10,4
7582,hake,hek,21,19,2,17,4
7585,haler,halX,6,5,1,2,4
7586,half,h@f,18,17,1,6,12
7591,hall,hcl,23,20,3,19,4
7596,hallow,h@lo,12,11,1,11,1
7600,halo,helo,5,4,1,4,1
7602,halt,hclt,8,6,2,5,3
7603,halter,hcltX,5,3,2,4,1
7604,halve,h@v,17,16,1,5,12
7606,halves,h@vz,7,4,3,4,3
7607,ham,h@m,26,24,2,14,12
7611,hammer,h@mX,6,4,2,2,4
7616,hand,h@nd,13,9,4,9,4
7621,handle,h@ndL,7,6,1,4,3
7630,handy,h@ndi,6,5,1,4,2
7631,hang,h@G,23,19,4,9,14
7637,hank,h@Gk,17,13,4,12,5
7638,hanker,h@GkX,7,4,3,5,2
7640,hap,h@p,30,28,2,17,13
7651,hard,hard,18,16,2,10,8
7656,hardy,hardi,5,3,2,1,4
7658,hark,hark,14,12,2,7,7
7661,harm,harm,9,8,1,3,6
7668,harp,harp,10,8,2,2,8
7674,harrow,h@ro,10,9,1,7,3
7676,hart,hart,16,12,4,7,9
7679,has,h@z,20,18,2,8,12
7680,hash,h@S,22,21,1,11,11
7682,hasp,h@sp,5,3,2,3,2
7683,hassle,h@sL,10,9,1,7,3
7685,haste,hest,10,9,1,8,2
7687,hat,h@t,34,31,3,21,13
7691,hate,het,24,21,3,19,5
7693,hatter,h@tX,11,9,2,8,3
7704,haw,hc,21,17,4,11,10
7705,hawk,hck,18,14,4,13,5
7709,hay,he,26,22,4,15,11
7713,haze,hez,19,16,3,13,6
7715,hazy,hezi,6,5,1,4,2
7716,he,hi,33,24,9,18,15
7717,head,hEd,25,22,3,17,8
7724,heal,hil,29,26,3,23,6
7725,health,hElT,7,6,1,1,6
7726,heap,hip,22,21,1,16,6
7727,hear,hIr,30,28,2,20,10
7728,heard,hRd,20,18,2,12,8
7732,hearse,hRs,15,14,1,8,7
7733,hearten,hartN,5,4,1,3,2
7736,hearty,harti,6,4,2,2,4
7737,heat,hit,25,22,3,19,6
7738,heath,hiT,10,9,1,4,6
7742,heave,hiv,15,13,2,9,6
7755,hedge,hEJ,11,10,1,5,6
7758,heed,hid,21,20,1,15,6
7760,heft,hEft,7,6,1,5,2
7765,height,hYt,26,22,4,19,7
7771,held,hEld,11,9,2,4,7
7779,hell,hEl,31,24,7,19,12
7788,hello,hElo,15,14,1,9,6
7789,helm,hElm,10,6,4,3,7
7793,help,hElp,11,8,3,3,8
7795,helve,hElv,8,7,1,2,6
7797,hem,hEm,16,13,3,8,8
7810,hen,hEn,24,20,4,16,8
7811,hence,hEns,10,8,2,7,3
7816,hep,hEp,15,13,2,7,8
7819,her,hR,22,14,8,7,15
7823,herb,hRb,11,10,1,4,7
7859,hers,hRz,13,12,1,6,7
7866,hew,hyu,9,5,4,7,2
7868,hex,hEks,6,5,1,4,2
7883,hid,hId,25,23,2,15,10
7885,hidden,hIdN,6,5,1,5,1
7886,hide,hYd,21,19,2,15,6
7891,hie,hY,30,23,7,17,13
7900,hike,hYk,17,16,1,12,5
7902,hill,hIl,33,31,2,23,10
7904,hilt,hIlt,12,10,2,9,3
7905,him,hIm,20,19,1,11,9
7907,hind,hYnd,8,7,1,7,1
7915,hint,hInt,10,9,1,7,3
7917,hip,hIp,28,27,1,19,9
7921,hire,hYr,18,16,2,13,5
7923,his,hIz,17,15,2,8,9
7932,hit,hIt,33,29,4,22,11
7933,hitch,hIC,19,17,2,10,9
7935,hive,hYv,15,13,2,9,6
7936,hives,hYvz,6,5,1,5,1
7937,hoard,hord,14,13,1,9,5
7940,hoarse,hors,11,9,2,5,6
7941,hoary,hori,11,9,2,5,6
7943,hob,hab,18,16,2,12,6
7944,hobble,habL,6,5,1,4,2
7945,hobby,habi,7,6,1,3,4
7948,hock,hak,23,21,2,17,6
7949,hockey,haki,6,5,1,3,3
7950,hod,had,21,19,2,16,5
7952,hoe,ho,28,20,8,14,14
7953,hog,hcg,9,8,1,6,3
7957,hold,hold,13,11,2,10,3
7959,hole,hol,31,28,3,22,9
7968,holy,holi,8,6,2,4,4
7971,home,hom,20,18,2,13,7
7988,hone,hon,23,20,3,15,8
7990,honey,h^ni,9,8,1,5,4
8002,hooey,hui,8,6,2,2,6
8004,hook,hUk,16,15,1,13,3
8008,hoop,hup,17,15,2,12,5
8010,hoot,hut,23,22,1,18,5
8013,hop,hap,20,19,1,15,5
8014,hope,hop,21,19,2,14,7
8021,horn,horn,13,11,2,8,5
8042,hose,hoz,19,18,1,12,7
8056,hot,hat,28,26,2,23,5
8062,hour,Wr,11,7,4,8,3
8064,house,hWs,7,6,1,5,2
8073,hove,hov,15,14,1,8,7
8076,how,hW,18,16,2,9,9
8081,howl,hWl,15,13,2,13,2
8096,hulk,h^lk,5,4,1,2,3
8098,hull,h^l,24,23,1,14,10
8100,hum,h^m,25,24,1,15,10
8124,hump,h^mp,10,9,1,9,1
8126,Hun,h^n,25,22,3,13,12
8127,hunch,h^nC,9,7,2,5,4
8129,hung,h^G,18,17,1,8,10
8132,hunk,h^Gk,14,12,2,10,4
8133,hunker,h^GkX,5,4,1,3,2
8134,hunt,h^nt,10,8,2,6,4
8137,hurdle,hRdL,5,4,1,3,2
8138,hurl,hRl,22,19,3,15,7
8141,hurry,hRi,13,11,2,5,8
8142,hurt,hRt,23,21,2,15,8
8143,hurtle,hRtL,6,5,1,4,2
8146,husk,h^sk,8,7,1,4,4
8152,hut,h^t,27,26,1,17,10
8153,hutch,h^C,16,15,1,6,10
8217,ice,Ys,16,7,9,11,5
8230,id,Id,19,11,8,12,7
8251,idle,YdL,5,3,2,3,2
8256,if,If,13,10,3,5,8
8269,ilk,Ilk,6,2,4,5,1
8270,ill,Il,31,15,16,23,8
8481,in,In,26,12,14,17,9
8527,incest,InsEst,7,5,2,3,4
8529,inch,InC,8,1,7,6,2
8727,infect,InfEkt,5,3,2,3,2
8833,ink,IGk,14,2,12,12,2
8845,inner,InX,6,2,4,3,3
8880,insect,InsEkt,5,3,2,2,3
8892,insert,InsRt,5,4,1,1,4
8894,inset,InsEt,6,4,2,1,5
9041,intern,IntRn,5,1,4,1,4
9042,internal,IntRnL,5,2,3,2,3
9044,interne,IntRn,5,1,4,1,4
9116,inurn,InRn,5,3,2,3,2
9179,ire,Yr,21,8,13,15,6
9186,irk,Rk,16,8,8,12,4
9230,is,Iz,13,10,3,5,8
9252,it,It,27,13,14,19,8
9255,itch,IC,18,10,8,11,7
9266,j,Je,22,19,3,15,7
9267,jab,J@b,14,13,1,9,5
9271,jack,J@k,17,16,1,12,5
9272,jackal,J@kL,5,4,1,4,1
9276,jade,Jed,11,9,2,8,3
9284,jam,J@m,16,15,1,12,4
9290,jape,Jep,11,9,2,8,3
9291,jar,Jar,16,14,2,11,5
9297,jaunt,Jcnt,10,9,1,9,1
9300,jaw,Jc,15,14,1,11,4
9302,jazz,J@z,7,6,1,3,4
9305,jeer,JIr,23,22,1,18,5
9309,jell,JEl,17,15,2,13,4
9310,jelly,JEli,5,4,1,3,2
9314,jerk,JRk,11,10,1,10,1
9318,jess,JEs,12,10,2,8,4
9320,jest,JEst,18,16,2,15,3
9321,jet,JEt,20,17,3,14,6
9325,Jew,Ju,26,22,4,18,8
9326,jewel,JuL,6,5,1,2,4
9328,jib,JIb,13,12,1,7,6
9330,jig,JIg,17,15,2,10,7
9331,jigger,JIgX,6,5,1,3,3
9332,jiggle,JIgL,8,6,2,5,3
9337,jingle,JIGgL,9,7,2,8,1
9345,job,Jab,19,18,1,13,6
9355,jog,Jag,11,10,1,5,6
9356,joggle,JagL,5,4,1,3,2
9358,join,JOn,8,5,3,6,2
9359,joint,JOnt,5,4,1,3,2
9368,joss,Jas,8,7,1,2,6
9369,jostle,JasL,5,4,1,3,2
9382,joy,JO,9,8,1,4,5
9388,judge,J^J,6,5,1,4,2
9395,jug,J^g,16,15,1,13,3
9397,juggle,J^gL,5,2,3,2,3
9400,juice,Jus,13,11,2,8,5
9407,jumble,J^mbL,7,6,1,6,1
9413,June,Jun,16,15,1,12,4
9417,junk,J^Gk,9,8,1,8,1
9426,just,J^st,12,10,2,11,1
9430,jut,J^t,15,14,1,12,3
9431,jute,Jut,17,16,1,13,4
9435,k,ke,32,21,11,17,15
9439,kale,kel,36,32,4,27,9
9452,kayo,keo,10,9,1,1,9
9454,kedge,kEJ,11,10,1,7,4
9455,keel,kil,29,24,5,24,5
9456,keen,kin,25,21,4,22,3
9457,keep,kip,21,19,2,18,3
9462,ken,kEn,28,25,3,22,6
9468,ketch,kEC,12,10,2,8,4
9475,kick,kIk,28,23,5,18,10
9477,kid,kId,24,21,3,16,8
9480,kill,kIl,36,31,5,26,10
9487,kilt,kIlt,17,13,4,12,5
9490,kin,kIn,33,28,5,23,10
9491,kind,kYnd,7,6,1,6,1
9498,kine,kYn,23,22,1,21,2
9501,king,kIG,17,15,2,8,9
9502,kink,kIGk,15,11,4,12,3
9507,kip,kIp,31,27,4,22,9
9508,kipper,kIpX,9,7,2,8,1
9510,kirtle,kRtL,10,9,1,6,4
9513,kit,kIt,35,28,7,23,12
9517,kite,kYt,20,19,1,19,1
9519,kitten,kItN,7,6,1,5,2
9520,kitty,kIti,8,7,1,6,2
9522,knack,n@k,20,19,1,15,5
9524,knave,nev,15,12,3,9,6
9527,knead,nid,21,16,5,11,10
9528,knee,ni,31,23,8,19,12
9529,kneel,nil,27,23,4,20,7
9530,kneeled,nild,6,4,2,4,2
9531,knell,nEl,21,18,3,17,4
9532,knelt,nElt,11,9,2,8,3
9535,knife,nYf,8,7,1,4,4
9536,knight,nYt,24,22,2,19,5
9537,knit,nIt,28,27,1,22,6
9539,knob,nab,21,18,3,15,6
9541,knobby,nabi,6,5,1,3,3
9544,knoll,nol,27,25,2,19,8
9546,know,no,27,19,8,14,13
9549,known,non,26,22,4,18,8
9555,Koran,kX@n,5,4,1,2,3
9560,kraut,krWt,7,6,1,3,4
9567,lab,l@b,20,18,2,10,10
9568,label,lebL,11,9,2,8,3
9571,labor,lebX,7,6,1,5,2
9578,lac,l@k,38,29,9,24,14
9579,lace,les,29,25,4,18,11
9585,lackey,l@ki,10,7,3,4,6
9588,lacquer,l@kX,12,10,2,4,8
9594,lacy,lesi,5,4,1,2,3
9595,lad,l@d,34,27,7,21,13
9596,ladder,l@dX,10,7,3,4,6
9597,laddie,l@di,7,6,1,4,3
9601,lady,ledi,6,5,1,1,5
9603,lag,l@g,27,25,2,17,10
9608,laid,led,30,23,7,17,13
9609,lain,len,33,29,4,23,10
9610,lair,lEr,30,25,5,22,8
9611,laird,lErd,6,4,2,2,4
9613,lake,lek,32,28,4,22,10
9614,lamb,l@m,27,23,4,16,11
9618,lame,lem,28,23,5,18,10
9625,lamp,l@mp,11,8,3,9,2
9629,lance,l@ns,10,7,3,5,5
9632,land,l@nd,14,9,5,11,3
9648,lank,l@Gk,17,10,7,15,2
9654,lap,l@p,30,25,5,18,12
9660,lapse,l@ps,8,4,4,4,4
9664,larch,larC,6,5,1,3,3
9665,lard,lard,15,14,1,11,4
9667,large,larJ,7,6,1,3,4
9671,lark,lark,11,9,2,7,4
9679,lash,l@S,26,21,5,16,10
9680,lass,l@s,30,22,8,15,15
9683,last,l@st,14,12,2,12,2
9688,late,let,32,26,6,21,11
9693,lathe,leD,13,12,1,3,10
9694,lather,l@DX,8,7,1,4,4
9695,Latin,l@tN,8,6,2,7,1
9699,latter,l@tX,21,17,4,15,6
9702,laud,lcd,13,12,1,8,5
9706,launch,lcnC,5,4,1,4,1
9709,laurel,lcrL,5,4,1,4,1
9714,lave,lev,22,20,2,12,10
9717,law,lc,24,15,9,14,10
9718,lawn,lcn,19,16,3,13,6
9721,lawyer,lOX,7,6,1,4,3
9722,lax,l@ks,11,7,4,5,6
9725,lay,le,35,20,15,20,15
9726,layer,leX,16,14,2,5,11
9731,laze,lez,23,19,4,12,11
9732,lazy,lezi,7,6,1,4,3
9734,lea,li,43,22,21,24,19
9735,leach,liC,22,19,3,8,14
9736,lead,lEd,31,23,8,20,11
9737,leaden,lEdN,5,4,1,3,2
9738,leaf,lif,25,24,1,11,14
9742,league,lig,19,17,2,4,15
9743,leak,lik,36,31,5,22,14
9745,leal,lil,31,29,2,17,14
9746,lean,lin,33,30,3,19,14
9747,leap,lip,30,27,3,15,15
9751,learn,lRn,16,14,2,13,3
9754,lease,lis,27,24,3,12,15
9755,leash,liS,16,15,1,2,14
9756,least,list,12,9,3,9,3
9758,leave,liv,26,21,5,11,15
9759,leaven,lEvxn,7,5,2,6,1
9760,leaves,livz,8,5,3,6,2
9766,ledge,lEJ,18,13,5,10,8
9767,ledger,lEJX,6,5,1,1,5
9768,leer,lIr,34,28,6,25,9
9769,leery,lIri,10,7,3,7,3
9770,lees,liz,25,21,4,10,15
9773,left,lEft,11,8,3,7,4
9776,leg,lEg,15,14,1,7,8
9778,legal,ligL,6,3,3,4,2
9806,lek,lEk,23,22,1,16,7
9811,lend,lEnd,17,14,3,12,5
9819,lent,lEnt,17,15,2,11,6
9820,lentil,lEntL,6,5,1,5,1
9821,Leo,lio,17,13,4,2,15
9825,leper,lEpX,6,5,1,1,5
9831,less,lEs,24,19,5,14,10
9832,lessee,lEsi,5,4,1,1,4
9833,lessen,lEsN,6,5,1,2,4
9835,lest,lEst,23,20,3,17,6
9836,let,lEt,30,25,5,19,11
9841,letter,lEtX,13,12,1,8,5
9845,leu,lu,36,23,13,23,13
9848,lev,lEf,17,14,3,9,8
9849,leva,lEvx,5,4,1,1,4
9853,lever,lEvX,13,11,2,6,7
9858,lewd,lud,21,19,2,13,8
9864,liar,lYX,18,13,5,5,13
9885,lice,lYs,26,22,4,15,11
9891,licit,lIs|t,5,2,3,4,1
9892,lick,lIk,32,26,6,22,10
9894,lid,lId,23,21,2,16,7
9896,lie,lY,36,21,15,21,15
9897,lied,lit,40,29,11,23,17
9899,liege,liJ,17,16,1,3,14
9901,life,lYf,20,18,2,9,11
9905,lifer,lYfX,5,3,2,1,4
9907,lift,lIft,11,10,1,6,5
9910,light,lYt,35,26,9,22,13
9911,lighten,lYtN,6,5,1,3,3
9912,lighter,lYtX,14,12,2,8,6
9916,lights,lYts,5,3,2,1,4
9920,like,lYk,26,24,2,16,10
9927,lilt,lIlt,14,13,1,8,6
9929,limb,lIm,20,17,3,11,9
9934,lime,lYm,23,19,4,12,11
9943,limp,lImp,10,6,4,6,4
9949,line,lYn,32,28,4,20,12
9956,liner,lYnX,7,5,2,3,4
9959,ling,lIG,21,16,5,13,8
9966,lining,lYnIG,5,3,2,4,1
9967,link,lIGk,17,10,7,14,3
9970,linnet,lIn|t,5,4,1,3,2
9973,lint,lInt,16,11,5,8,8
9975,lion,lY|n,5,2,3,4,1
9979,lip,lIp,29,23,6,19,10
9980,lipped,lIpt,7,5,2,1,6
9989,liquor,lIkX,14,11,3,10,4
9991,lisle,lYl,24,22,2,14,10
9992,lisp,lIsp,5,4,1,1,4
9994,list,lIst,19,16,3,10,9
9995,listen,lIsN,5,4,1,3,2
9998,lit,lIt,37,26,11,23,14
10008,lithe,lYD,15,14,1,5,10
10020,litre,litX,11,10,1,8,3
10021,litter,lItX,13,10,3,8,5
10022,little,lItL,6,3,3,3,3
10028,live,lIv,15,13,2,7,8
10034,liver,lIvX,10,6,4,6,4
10045,lo,lo,35,18,17,20,15
10046,load,lod,27,24,3,16,11
10047,loaf,lof,16,14,2,6,10
10048,loam,lom,23,21,2,13,10
10049,loan,lon,34,28,6,23,11
10050,loath,loT,13,11,2,3,10
10051,loathe,loD,13,11,2,3,10
10056,lob,lab,20,17,3,14,6
10057,lobar,lobX,5,3,2,3,2
10059,lobe,lob,15,12,3,4,11
10068,loch,lak,31,25,6,23,8
10070,locker,lakX,9,8,1,5,4
10078,lodge,laJ,10,8,2,3,7
10080,lodger,laJX,6,5,1,3,3
10081,loft,lcft,7,4,3,5,2
10083,log,lcg,13,12,1,8,5
10096,loiter,lOtX,7,6,1,6,1
10099,long,lcG,13,11,2,8,5
10109,loom,lum,25,19,6,17,8
10110,loon,lun,25,23,2,16,9
10112,loop,lup,18,16,2,10,8
10113,loose,lus,23,20,3,14,9
10115,loot,lut,26,24,2,18,8
10116,lop,lap,22,18,4,17,5
10119,lord,lord,13,11,2,10,3
10120,lore,lor,33,29,4,21,12
10122,lorn,lorn,11,9,2,8,3
10124,lose,luz,17,14,3,9,8
10126,loss,lcs,19,15,4,13,6
10127,lost,lcst,9,7,2,6,3
10128,lot,lat,31,26,5,26,5
10132,loud,lWd,12,10,2,9,3
10134,lour,lWr,12,10,2,9,3
10135,louse,lWs,14,13,1,11,3
10137,lout,lWt,20,17,3,17,3
10140,love,l^v,11,10,1,5,6
10143,lower,loX,16,13,3,5,11
10146,lox,laks,8,5,3,6,2
10150,lubber,l^bX,5,3,2,4,1
10161,luck,l^k,26,23,3,19,7
10167,luff,l^f,20,18,2,14,6
10168,lug,l^g,22,20,2,16,6
10175,lumber,l^mbX,6,3,3,5,1
10189,lung,l^G,18,15,3,12,6
10193,lure,lUr,9,8,1,8,1
10195,lurk,lRk,20,18,2,18,2
10197,lush,l^S,16,12,4,10,6
10198,lust,l^st,13,11,2,11,2
10200,lustre,l^stX,6,2,4,4,2
10210,lynch,lInC,10,7,3,9,1
10211,lyre,lYr,25,23,2,15,10
10213,m,Em,15,11,4,7,8
10214,ma,ma,14,9,5,1,13
10220,mace,mes,29,25,4,18,11
10235,mad,m@d,28,23,5,17,11
10239,madden,m@dN,5,4,1,2,3
10240,madder,m@dX,8,6,2,3,5
10242,made,med,24,21,3,14,10
10288,mail,mel,35,31,4,24,11
10289,mailed,meld,6,4,2,3,3
10290,maim,mem,21,19,2,12,9
10291,main,men,31,27,4,21,10
10296,maize,mez,19,16,3,9,10
